theta1_init,theta2_init,theta1,theta2
0.0,3.940302650265164,0.19127970297660823,4.699503461209014
0.0,4.046797316488547,-0.901631754227769,5.47570649597022
0.0,4.15329198271193,-1.1551447839605606,6.206966695407133
0.0,4.259786648935313,-0.7056489704018426,6.5946017676186965
0.0,4.366281315158695,0.10086517217444259,6.3254630318702345
0.0,4.472775981382078,0.790129392536057,5.814896815881697
0.0,4.579270647605461,-0.4549237964664183,7.034743095156552
0.0,4.685765313828844,0.3946773186624713,6.4412178434308744
0.0,4.7922599800522265,0.2759135447226147,6.621826859339589
0.0,4.898754646275609,0.11748144424061518,7.05918072768724
0.0,5.005249312498992,0.4422444049930814,6.593380387386439
0.0,5.111743978722375,0.07932244198101701,7.122014805611538
0.0,5.218238644945758,0.05208785013103833,7.010713942001619
0.0,5.32473331116914,0.4381591186150814,6.458325407189515
0.0,5.431227977392523,0.020677198806740866,7.005939865168246
0.0,5.537722643615906,0.48979544390553037,6.256293141832377
0.0,5.644217309839289,-0.00945208941866596,6.881565998030384
0.0,5.750711976062672,0.31976865206767857,6.323940654837506
0.0,5.857206642286055,0.01983144625578897,6.651488339472505
0.0,5.963701308509438,0.21556709418707853,6.276802106112688
0.0,6.070195974732821,0.02253522803539687,6.45144474520622
0.0,6.1766906409562035,0.0006875171466185109,6.382501562964661
0.0,6.283185307179586,4.3019659048004094e-15,6.28318530717958
0.10649466622338281,0.0,-0.10330665746937297,0.004358618786671403
0.10649466622338281,0.10649466622338281,-0.09435627225972985,-0.10443584880144795
0.10649466622338281,0.21298933244676563,-0.10171814316301384,-0.1851065769873862
0.10649466622338281,0.31948399867014843,-0.08631114192457029,-0.2918578283240809
0.10649466622338281,0.42597866489353126,-0.17831451266513165,-0.239342271723592
0.10649466622338281,0.5324733311169141,-0.28424282424560543,-0.14917130638976814
0.10649466622338281,0.6389679973402969,-0.0637593235169402,-0.518791737272856
0.10649466622338281,0.7454626635636797,-0.3894738665238804,-0.0836410431196979
0.10649466622338281,0.8519573297870625,-0.06755147567721143,-0.5606599403403315
0.10649466622338281,0.9584519960104453,-0.27290361892114395,-0.22949209605511495
0.10649466622338281,1.0649466622338282,-0.1705054968967457,-0.3319588932441568
0.10649466622338281,1.171441328457211,-0.05064218775997533,-0.28236484400402323
0.10649466622338281,1.2779359946805937,0.08747576745564058,-0.12060489997944916
0.10649466622338281,1.3844306609039765,-0.4264172016944883,0.4759656230739181
0.10649466622338281,1.4909253271273595,0.416586615007446,-0.34804018904099593
0.10649466622338281,1.5974199933507423,-0.18606990000706017,0.5916891168873029
0.10649466622338281,1.703914659574125,0.22794216261875067,0.6382102519704114
0.10649466622338281,1.8104093257975078,-0.10072791308523062,1.5772072021154777
0.10649466622338281,1.9169039920208906,0.673635608383515,-0.33383652773556244
0.10649466622338281,2.0233986582442736,0.9046204431788694,-0.18930293571057635
0.10649466622338281,2.1298933244676563,1.1475822167802106,0.18031836155463335
0.10649466622338281,2.236387990691039,0.6538527304582129,1.1839318141045587
0.10649466622338281,2.342882656914422,-0.0699041913460333,1.561780750668451
0.10649466622338281,2.4493773231378047,-0.21988495531222751,-0.31845104637566796
0.10649466622338281,2.5558719893611874,-0.736537348794396,-1.7535603239523714
0.10649466622338281,2.66236665558457,-0.19171900807206294,-1.998052574469807
0.10649466622338281,2.768861321807953,0.15278703632079602,-1.726632898282929
0.10649466622338281,2.875355988031336,0.03283053737095182,-1.1655936585943107
0.10649466622338281,2.981850654254719,0.7100419244866492,1.555804067973709
0.10649466622338281,3.0883453204781017,-0.3283694950941357,-0.10508380270668499
0.10649466622338281,3.1948399867014845,1.3494494603542921,0.386564866760568
0.10649466622338281,3.3013346529248673,-0.016424465432179926,4.306797243319123
0.10649466622338281,3.40782931914825,0.18117509889298677,4.600701557789023
0.10649466622338281,3.514323985371633,-0.4370619867796759,6.67801578243343
0.10649466622338281,3.6208186515950156,-0.01746559179725509,8.28269856720891
0.10649466622338281,3.7273133178183984,0.2112564344804669,8.624050607222726
0.10649466622338281,3.833807984041781,0.11629884387150381,6.845732820696732
0.10649466622338281,3.940302650265164,0.13416981687736754,5.201271560872236
0.10649466622338281,4.046797316488547,-0.32160173487957966,4.716365736405674
0.10649466622338281,4.15329198271193,-0.42541382204293265,4.9212805805001505
0.10649466622338281,4.259786648935313,-0.9615518469329986,6.607302435985858
0.10649466622338281,4.366281315158695,0.14066432394817277,6.109458096197503
0.10649466622338281,4.472775981382078,0.881905270909346,5.95171047592819
0.10649466622338281,4.579270647605461,0.9638802015704289,6.286450392842428
0.10649466622338281,4.685765313828844,1.0253545445530843,6.13865089934119
0.10649466622338281,4.7922599800522265,0.9411364427589493,6.117649589160018
0.10649466622338281,4.898754646275609,-0.11655747410746613,7.637664985531691
0.10649466622338281,5.005249312498992,0.8675491498132253,6.147206594229126
0.10649466622338281,5.111743978722375,-0.10701686360693424,7.451572407478322
0.10649466622338281,5.218238644945758,0.7095092942693508,6.183918506997024
0.10649466622338281,5.32473331116914,-0.07176129187107994,7.177287822667091
0.10649466622338281,5.431227977392523,-0.05570653906086066,7.069427956824567
0.10649466622338281,5.537722643615906,0.5110165950657914,6.153203338391872
0.10649466622338281,5.644217309839289,-0.08340111502804437,6.887936853457577
0.10649466622338281,5.750711976062672,0.20922668472887537,6.369593333191464
0.10649466622338281,5.857206642286055,0.15257809026141828,6.339883286156361
0.10649466622338281,5.963701308509438,-0.04302052495716499,6.509042707528121
0.10649466622338281,6.070195974732821,0.0861330325631679,6.222254762924607
0.10649466622338281,6.1766906409562035,0.0018949663666064822,6.238541332221358
0.10649466622338281,6.283185307179586,-0.10330668577591269,6.287543955028295
0.21298933244676563,0.0,-0.01136911131975136,-0.2667127125960326
0.21298933244676563,0.10649466622338281,-0.1927786259730171,-0.09498909414968539
0.21298933244676563,0.21298933244676563,-0.17502758893850345,-0.19486761704683167
0.21298933244676563,0.31948399867014843,-0.17462876744565245,-0.25387732821815157
0.21298933244676563,0.42597866489353126,-0.15919290554574844,-0.3151933980590511
0.21298933244676563,0.5324733311169141,-0.1203618843500171,-0.38897916503782154
0.21298933244676563,0.6389679973402969,-0.28357864009430345,-0.1545737110840792
0.21298933244676563,0.7454626635636797,-0.10137261087448114,-0.3545746341970835
0.21298933244676563,0.8519573297870625,-0.1833066725850236,-0.1791094673577241
0.21298933244676563,0.9584519960104453,0.01331372943709527,-0.2991256482937826
0.21298933244676563,1.0649466622338282,-0.21655249030736187,0.15887696070216278
0.21298933244676563,1.171441328457211,0.3149343963012171,-0.2618166917561163
0.21298933244676563,1.2779359946805937,-0.14129342283850108,0.6568206594564688
0.21298933244676563,1.3844306609039765,0.5824989916743109,0.11282254937669124
0.21298933244676563,1.4909253271273595,0.1846477289769634,1.221120825106126
0.21298933244676563,1.5974199933507423,0.7302725923805488,0.2944183984395786
0.21298933244676563,1.703914659574125,0.9076869975695949,0.05627869694937535
0.21298933244676563,1.8104093257975078,1.1034321335268453,0.3096726301669852
0.21298933244676563,1.9169039920208906,0.24116680793715542,1.5790024784988348
0.21298933244676563,2.0233986582442736,0.3718758844807757,1.3931752498571606
0.21298933244676563,2.1298933244676563,0.7835932901059147,0.7696270768461467
0.21298933244676563,2.236387990691039,0.1963527379816038,1.626489213183088
0.21298933244676563,2.342882656914422,-0.5427484217513806,1.0065038566242304
0.21298933244676563,2.4493773231378047,0.14407600012956842,-1.613860285834366
0.21298933244676563,2.5558719893611874,-0.14768766077071147,-2.495516027934124
0.21298933244676563,2.66236665558457,0.1270690100275374,-2.315701101273583
0.21298933244676563,2.768861321807953,0.73172160246104,1.4225136989239315
0.21298933244676563,2.875355988031336,-1.369919074731441,-0.8348283675437117
0.21298933244676563,2.981850654254719,1.5123450608428624,6.16936801188082
0.21298933244676563,3.0883453204781017,0.1807538990639129,-2.4567743981047294
0.21298933244676563,3.1948399867014845,-0.6312536609358955,-1.667266125827069
0.21298933244676563,3.3013346529248673,0.00537194575854465,8.090992980568698
0.21298933244676563,3.40782931914825,0.9601868459134208,5.744403611831264
0.21298933244676563,3.514323985371633,0.23272013408941394,5.852887865356561
0.21298933244676563,3.6208186515950156,0.48539580511952835,8.08105768068707
0.21298933244676563,3.7273133178183984,1.153244278873543,7.2168756888364465
0.21298933244676563,3.833807984041781,1.2234452310600905,6.560676566824033
0.21298933244676563,3.940302650265164,0.5115762413195138,6.790979925237093
0.21298933244676563,4.046797316488547,-0.5163501894844654,6.130038301052365
0.21298933244676563,4.15329198271193,-0.3261791316509268,5.7627181626616535
0.21298933244676563,4.259786648935313,-1.2588317930590875,6.292133519121326
0.21298933244676563,4.366281315158695,-0.572526222699131,6.252796417708492
0.21298933244676563,4.472775981382078,-0.023794688676715747,6.594370228077589
0.21298933244676563,4.579270647605461,0.9727812041196092,6.054311680775279
0.21298933244676563,4.685765313828844,0.8828518960371483,6.387025174528502
0.21298933244676563,4.7922599800522265,0.14714109090448266,7.178815435039161
0.21298933244676563,4.898754646275609,-0.31110275819933975,7.544158106696007
0.21298933244676563,5.005249312498992,0.7440914212883948,6.0709484562950085
0.21298933244676563,5.111743978722375,-0.21076004600097442,7.303069180732235
0.21298933244676563,5.218238644945758,0.5992216562315288,6.092963416629433
0.21298933244676563,5.32473331116914,-0.07536572627399563,6.97008122919125
0.21298933244676563,5.431227977392523,0.11610939995150435,6.627681551950824
0.21298933244676563,5.537722643615906,0.41564150389325616,6.123563190290818
0.21298933244676563,5.644217309839289,-0.20774273074812352,6.904787472582316
0.21298933244676563,5.750711976062672,0.1770432884743503,6.270287143224529
0.21298933244676563,5.857206642286055,0.21721537708350705,6.107101965887484
0.21298933244676563,5.963701308509438,-0.21295877398223376,6.6025663898133695
0.21298933244676563,6.070195974732821,0.11571763796863767,6.034587648333136
0.21298933244676563,6.1766906409562035,-0.15447363025787242,6.313312885845515
0.21298933244676563,6.283185307179586,-0.011369024550196873,6.016472495706062
0.31948399867014843,0.0,-0.3074029793952391,0.014484553331944164
0.31948399867014843,0.10649466622338281,-0.05139237350359405,-0.41597592697081825
0.31948399867014843,0.21298933244676563,-0.2497336900755615,-0.1758880317356475
0.31948399867014843,0.31948399867014843,-0.21576268839736387,-0.2444402978913801
0.31948399867014843,0.42597866489353126,-0.18402040156479194,-0.2739286932619895
0.31948399867014843,0.5324733311169141,-0.16416791528622351,-0.2501166127786798
0.31948399867014843,0.6389679973402969,-0.06925655245749965,-0.2905887568911788
0.31948399867014843,0.7454626635636797,-0.06227811063256834,-0.17315347762565458
0.31948399867014843,0.8519573297870625,-0.13426820340415307,0.10103267842512405
0.31948399867014843,0.9584519960104453,0.18526890613964442,-0.08718257652711556
0.31948399867014843,1.0649466622338282,-0.05271284797937586,0.5076948140980516
0.31948399867014843,1.171441328457211,0.4231213875923856,0.22329433343964206
0.31948399867014843,1.2779359946805937,0.20983014283416868,0.8162496899765393
0.31948399867014843,1.3844306609039765,0.39269746728503246,0.9694850483842176
0.31948399867014843,1.4909253271273595,0.8239301818618332,0.5736979967675669
0.31948399867014843,1.5974199933507423,1.0533588832821277,0.3900941674113886
0.31948399867014843,1.703914659574125,0.3870196653344984,1.3951750191981802
0.31948399867014843,1.8104093257975078,0.1877702381438617,1.8725948839380258
0.31948399867014843,1.9169039920208906,0.07118843711491318,0.9727096366775257
0.31948399867014843,2.0233986582442736,0.7940524516052888,-0.27445354695252006
0.31948399867014843,2.1298933244676563,-0.08696691248192112,1.4408102628604722
0.31948399867014843,2.236387990691039,-0.6845161936236698,0.4112001083681044
0.31948399867014843,2.342882656914422,0.16495753814985692,-1.4493549330725595
0.31948399867014843,2.4493773231378047,-0.2532255870914942,-2.432359064242509
0.31948399867014843,2.5558719893611874,0.37360757703577163,-1.3559889346912846
0.31948399867014843,2.66236665558457,-0.7468853844009875,1.061858012861039
0.31948399867014843,2.768861321807953,-0.5785263446169694,4.308852804233304
0.31948399867014843,2.875355988031336,0.7040174988067741,1.2162815437242724
0.31948399867014843,2.981850654254719,0.9547393045938563,-1.5898084971850974
0.31948399867014843,3.0883453204781017,-0.6578437760254106,2.032462741965238
0.31948399867014843,3.1948399867014845,0.26904183796036113,9.853871100364492
0.31948399867014843,3.3013346529248673,0.5007907311091016,1.868043506170926
0.31948399867014843,3.40782931914825,0.08736654995075399,12.814473058745584
0.31948399867014843,3.514323985371633,1.1754794546477156,5.72547819136965
0.31948399867014843,3.6208186515950156,-0.6781557903342119,5.506217297946331
0.31948399867014843,3.7273133178183984,0.4881747204099195,5.914247923511193
0.31948399867014843,3.833807984041781,0.03745249720452959,8.886525343034394
0.31948399867014843,3.940302650265164,-0.1225877288565475,8.318016923621165
0.31948399867014843,4.046797316488547,0.24907229685431787,7.513794453488351
0.31948399867014843,4.15329198271193,0.20771794389594625,5.681229310875857
0.31948399867014843,4.259786648935313,-0.31766605917990687,4.919135933427266
0.31948399867014843,4.366281315158695,-0.9028625018904084,6.78149630034173
0.31948399867014843,4.472775981382078,0.4987617872280762,6.3105703220212845
0.31948399867014843,4.579270647605461,1.1430941713163794,6.01331394316873
0.31948399867014843,4.685765313828844,0.06919334364263213,7.3749337651163
0.31948399867014843,4.7922599800522265,-0.3736949305321365,7.481019317539929
0.31948399867014843,4.898754646275609,0.737107196603213,5.919923963335478
0.31948399867014843,5.005249312498992,-0.31540343254668873,7.14119381018416
0.31948399867014843,5.111743978722375,-0.3431325707303267,6.831183684401522
0.31948399867014843,5.218238644945758,0.4027668293906798,5.907070907420271
0.31948399867014843,5.32473331116914,-0.20901611547414384,6.7699884247501085
0.31948399867014843,5.431227977392523,0.10421510901151967,6.370480453248297
0.31948399867014843,5.537722643615906,0.33592440289508313,6.043425379468411
0.31948399867014843,5.644217309839289,-0.33234678747287644,6.901078655582617
0.31948399867014843,5.750711976062672,0.2220189861688319,6.055984089835667
0.31948399867014843,5.857206642286055,0.2095720214855485,5.972585417323479
0.31948399867014843,5.963701308509438,-0.3027205011813645,6.57951723789135
0.31948399867014843,6.070195974732821,-0.07023968843387532,6.144909757544045
0.31948399867014843,6.1766906409562035,0.044436690720811155,5.884305567070796
0.31948399867014843,6.283185307179586,-0.307402939839702,6.297669699233032
0.42597866489353126,0.0,-0.21163760316310054,-0.262932379309287
0.42597866489353126,0.10649466622338281,-0.32175706506381024,-0.12952372035799659
0.42597866489353126,0.21298933244676563,-0.08606462405224624,-0.4630879222780537
0.42597866489353126,0.31948399867014843,-0.24388788220707416,-0.18789976062317781
0.42597866489353126,0.42597866489353126,-0.17738309231721572,-0.199115155293437
0.42597866489353126,0.5324733311169141,-0.09618737294908365,-0.1745679142823802
0.42597866489353126,0.6389679973402969,-0.0514458188433544,-0.05740315734799478
0.42597866489353126,0.7454626635636797,0.06324081381703699,0.011658345927064202
0.42597866489353126,0.8519573297870625,0.1885396367259165,0.11947676297391274
0.42597866489353126,0.9584519960104453,0.08296894865150593,0.5433183337371972
0.42597866489353126,1.0649466622338282,0.5003114609667895,0.29946680693161976
0.42597866489353126,1.171441328457211,0.24900631000025103,0.9361383778119812
0.42597866489353126,1.2779359946805937,0.48641714974494843,1.0290719588355544
0.42597866489353126,1.3844306609039765,0.43535364507067775,1.3450113993546282
0.42597866489353126,1.4909253271273595,1.0322972004092235,0.4692440563887102
0.42597866489353126,1.5974199933507423,0.5023243877017132,1.3026256152338493
0.42597866489353126,1.703914659574125,0.8122095711009929,0.40658959599607347
0.42597866489353126,1.8104093257975078,0.3249096802024568,0.8512881026169498
0.42597866489353126,1.9169039920208906,0.13629832246181586,1.8067723289146687
0.42597866489353126,2.0233986582442736,0.3914405715905943,-0.3943827065629379
0.42597866489353126,2.1298933244676563,0.40812635811660136,-1.3443368312496342
0.42597866489353126,2.236387990691039,-0.785655854722568,-0.49686404725624217
0.42597866489353126,2.342882656914422,0.03239403963474719,-2.541773869428343
0.42597866489353126,2.4493773231378047,0.11394818693432643,2.0786387472562042
0.42597866489353126,2.5558719893611874,0.5864509506319132,2.0783320734301736
0.42597866489353126,2.66236665558457,0.1711398636329721,-3.0197295355941045
0.42597866489353126,2.768861321807953,-0.5888225641862747,-6.755374500949869
0.42597866489353126,2.875355988031336,0.11341021532082049,5.730637654747069
0.42597866489353126,2.981850654254719,-0.12008113850200447,-5.348835922326776
0.42597866489353126,3.0883453204781017,0.7686083342213827,4.902784966451868
0.42597866489353126,3.1948399867014845,0.0646390870634514,-3.8340267304873508
0.42597866489353126,3.3013346529248673,0.39681611891601776,14.24762179695927
0.42597866489353126,3.40782931914825,-0.14894676705732549,-0.43928560447600995
0.42597866489353126,3.514323985371633,1.0069271190776012,1.5934154061975554
0.42597866489353126,3.6208186515950156,-0.8679729371910291,6.871344896013927
0.42597866489353126,3.7273133178183984,-0.6766963357178682,7.311758785891381
0.42597866489353126,3.833807984041781,-0.5014055643121075,7.270769468390719
0.42597866489353126,3.940302650265164,0.13019824237517286,7.250260326047428
0.42597866489353126,4.046797316488547,1.3437359883975553,6.867147541634851
0.42597866489353126,4.15329198271193,-0.5881377040936182,6.3876694433152865
0.42597866489353126,4.259786648935313,-0.9252817904225054,6.646375234118954
0.42597866489353126,4.366281315158695,0.8172966308366308,5.59032347804714
0.42597866489353126,4.472775981382078,0.6140992772326722,6.920496061139946
0.42597866489353126,4.579270647605461,-0.31361332827633553,7.741906569165466
0.42597866489353126,4.685765313828844,-0.6209486124400547,7.1331875502180395
0.42597866489353126,4.7922599800522265,0.37415751204298897,5.750262189938134
0.42597866489353126,4.898754646275609,0.3956095475757155,5.341363530582268
0.42597866489353126,5.005249312498992,-0.7691828137845551,6.898383848450018
0.42597866489353126,5.111743978722375,0.24602738389103582,5.601630253268931
0.42597866489353126,5.218238644945758,-0.009474694996779357,6.021266974595356
0.42597866489353126,5.32473331116914,-0.18926098167538194,6.383292369905381
0.42597866489353126,5.431227977392523,0.007291532220117545,6.248529716831973
0.42597866489353126,5.537722643615906,0.29086063557794306,5.929053150013926
0.42597866489353126,5.644217309839289,-0.42884513184446,6.897057301959866
0.42597866489353126,5.750711976062672,0.2738569674097606,5.868921574202686
0.42597866489353126,5.857206642286055,0.18717878088279263,5.878558105105924
0.42597866489353126,5.963701308509438,-0.3912380502054544,6.5639411672876085
0.42597866489353126,6.070195974732821,-0.24579313806594394,6.238032270992077
0.42597866489353126,6.1766906409562035,0.07554728036085177,5.688879904010168
0.42597866489353126,6.283185307179586,-0.21163807547320115,6.020253637806484
0.5324733311169141,0.0,-0.02144269051443801,-0.6564522309682683
0.5324733311169141,0.10649466622338281,-0.3930945761768367,-0.12093681668850154
0.5324733311169141,0.21298933244676563,-0.23390868271713805,-0.24137095985563153
0.5324733311169141,0.31948399867014843,-0.046860359464861695,-0.37109398787585346
0.5324733311169141,0.42597866489353126,-0.1360809033099638,-0.05783890743092168
0.5324733311169141,0.5324733311169141,-0.03691810983758695,0.03189222143527491
0.5324733311169141,0.6389679973402969,0.0905827946652029,0.13068136264195632
0.5324733311169141,0.7454626635636797,0.1684387033898727,0.3169568159559193
0.5324733311169141,0.8519573297870625,0.31568912001479893,0.428617403233446
0.5324733311169141,0.9584519960104453,0.4728022483486368,0.5560153548839569
0.5324733311169141,1.0649466622338282,0.40838096542127045,0.9685899540980918
0.5324733311169141,1.171441328457211,0.8237856619835449,0.5844291136328883
0.5324733311169141,1.2779359946805937,0.8632402301813105,0.6693606112182718
0.5324733311169141,1.3844306609039765,0.909854891441023,0.7197118099417855
0.5324733311169141,1.4909253271273595,0.9200408294124568,0.5281155729956979
0.5324733311169141,1.5974199933507423,0.34069350063156156,1.0592814857366744
0.5324733311169141,1.703914659574125,0.36948192665604607,0.33486032924674886
0.5324733311169141,1.8104093257975078,-0.39280636826387294,1.558594467539202
0.5324733311169141,1.9169039920208906,-0.006591027133335968,-0.7845179306992986
0.5324733311169141,2.0233986582442736,-0.7430133472888634,0.3460240423873032
0.5324733311169141,2.1298933244676563,-1.0099538039268128,-0.649823409262512
0.5324733311169141,2.236387990691039,-0.12001416767321561,-2.5394914167731066
0.5324733311169141,2.342882656914422,-0.3083940418301359,-1.2994102254176507
0.5324733311169141,2.4493773231378047,-0.1492622449035016,-5.689814518247114
0.5324733311169141,2.5558719893611874,-1.398461943464143,-6.954810272881101
0.5324733311169141,2.66236665558457,0.638549359747082,-6.6633498665360635
0.5324733311169141,2.768861321807953,0.7723769706263321,23.229783184509174
0.5324733311169141,2.875355988031336,1.3134960759334064,-0.4363920935582961
0.5324733311169141,2.981850654254719,0.3079886282238306,2.582093050248354
0.5324733311169141,3.0883453204781017,-0.1723371537566943,1.7966696666307838
0.5324733311169141,3.1948399867014845,1.2708159316744398,0.8049820933758588
0.5324733311169141,3.3013346529248673,0.4427272314706666,9.059471295193088
0.5324733311169141,3.40782931914825,0.2518924142638929,-0.36968629039183665
0.5324733311169141,3.514323985371633,0.8372775218928351,12.61999406381294
0.5324733311169141,3.6208186515950156,-1.0681307992099827,-6.8280841222255075
0.5324733311169141,3.7273133178183984,0.014396284681298159,8.376245968501406
0.5324733311169141,3.833807984041781,-1.0268103644573146,6.837730910158102
0.5324733311169141,3.940302650265164,-1.4738656990969603,6.353363960453418
0.5324733311169141,4.046797316488547,1.0629929134760254,5.87759008733335
0.5324733311169141,4.15329198271193,0.12566382581597985,5.647680966424672
0.5324733311169141,4.259786648935313,-1.3755849588970792,6.493745955069944
0.5324733311169141,4.366281315158695,-0.7023375006239604,5.987402595500828
0.5324733311169141,4.472775981382078,0.4186014175384351,6.8629643171095545
0.5324733311169141,4.579270647605461,0.8294394419039467,6.381073889678898
0.5324733311169141,4.685765313828844,0.6962818578996878,5.301014486200145
0.5324733311169141,4.7922599800522265,0.045086517962876396,5.319095100854121
0.5324733311169141,4.898754646275609,-0.943833725839334,6.731350730699898
0.5324733311169141,5.005249312498992,-0.5983160020010335,6.395644819556304
0.5324733311169141,5.111743978722375,0.5326786230262128,5.119364049621121
0.5324733311169141,5.218238644945758,-0.6009322935702546,6.666447498009854
0.5324733311169141,5.32473331116914,0.20312282117528488,5.743901950498952
0.5324733311169141,5.431227977392523,-0.2913862874195765,6.5590293873564365
0.5324733311169141,5.537722643615906,0.41141704992677564,5.718033821502723
0.5324733311169141,5.644217309839289,-0.5019203316179768,6.964306641314505
0.5324733311169141,5.750711976062672,0.2855528197084296,5.828271040333905
0.5324733311169141,5.857206642286055,0.22102406568373653,5.758205448680927
0.5324733311169141,5.963701308509438,-0.4717874240014083,6.563504172225815
0.5324733311169141,6.070195974732821,-0.45391777111372544,6.373785073788716
0.5324733311169141,6.1766906409562035,0.00359898369778753,5.631623695550362
0.5324733311169141,6.283185307179586,-0.02144344083543654,5.626734077239051
0.6389679973402969,0.0,0.029428643838458026,-0.8401125299704111
0.6389679973402969,0.10649466622338281,-0.10606659851863044,-0.5434305924466187
0.6389679973402969,0.21298933244676563,-0.3820247771837021,0.020540028357518145
0.6389679973402969,0.31948399867014843,-0.04279472166908413,-0.1608694098115907
0.6389679973402969,0.42597866489353126,0.11004908202559341,-0.05822693040257346
0.6389679973402969,0.5324733311169141,0.08730717416295324,0.27607476169789835
0.6389679973402969,0.6389679973402969,0.20003133843114873,0.47444194726907785
0.6389679973402969,0.7454626635636797,0.3666398698736019,0.5754699093950303
0.6389679973402969,0.8519573297870625,0.4899378950501722,0.7116381689028491
0.6389679973402969,0.9584519960104453,0.6685874359203698,0.7280963942548266
0.6389679973402969,1.0649466622338282,0.7163170999380205,0.9006286563270699
0.6389679973402969,1.171441328457211,0.6694928903916464,1.1110058075440523
0.6389679973402969,1.2779359946805937,0.8180927304721339,0.805597617738853
0.6389679973402969,1.3844306609039765,0.8706711800261754,0.6118218568592049
0.6389679973402969,1.4909253271273595,0.6960058538040604,0.503096934107358
0.6389679973402969,1.5974199933507423,0.2836877179246966,0.5127198459983029
0.6389679973402969,1.703914659574125,-0.16151934755137523,0.25929523791932096
0.6389679973402969,1.8104093257975078,-0.0985047292857375,-0.6669852545694221
0.6389679973402969,1.9169039920208906,0.1425464291220799,-1.5267743537713554
0.6389679973402969,2.0233986582442736,-0.3280050065001007,-2.0430303211862877
0.6389679973402969,2.1298933244676563,-0.9694714104546767,-0.8325433422256451
0.6389679973402969,2.236387990691039,0.4545272684479538,0.8472650145603795
0.6389679973402969,2.342882656914422,-0.5248565305595863,-6.459099660540922
0.6389679973402969,2.4493773231378047,-0.894482665188737,-5.239861755873377
0.6389679973402969,2.5558719893611874,-0.2379512873564075,-7.332491472375213
0.6389679973402969,2.66236665558457,1.45316365982711,0.24999594967008135
0.6389679973402969,2.768861321807953,0.14603894617374963,-2.1105218076118692
0.6389679973402969,2.875355988031336,0.538074634453674,-26.271258262837474
0.6389679973402969,2.981850654254719,-0.7805747418086879,-8.184160771022205
0.6389679973402969,3.0883453204781017,1.0956481713897062,1.327739823395895
0.6389679973402969,3.1948399867014845,-0.39996767874617123,-19.679854099827615
0.6389679973402969,3.3013346529248673,-0.4759240428350235,-20.58530391840537
0.6389679973402969,3.40782931914825,-0.951953932612331,-20.910715844848614
0.6389679973402969,3.514323985371633,0.7049150036457418,-17.765928771553764
0.6389679973402969,3.6208186515950156,-1.5666715909606972,18.83940966109874
0.6389679973402969,3.7273133178183984,-0.7046718570057546,11.851577249130727
0.6389679973402969,3.833807984041781,0.6497661179684143,5.353861364076311
0.6389679973402969,3.940302650265164,-0.18781885968938156,5.0619642674802545
0.6389679973402969,4.046797316488547,-0.6387553181066751,7.536419669459858
0.6389679973402969,4.15329198271193,0.9228836746795651,7.1301755539323795
